ID,Cluster,coordinate1,coordinate2
1144,2,151401.000000,350408.000000
1145,2,149574.000000,349742.000000
1146,2,149942.000000,348221.000000
1147,2,151457.000000,348656.000000
1148,2,154308.000000,345071.000000
1149,2,151429.000000,349974.000000
1150,2,155213.000000,347748.000000
1151,2,143586.000000,353310.000000
1152,2,148579.000000,350348.000000
1153,2,150746.000000,350247.000000
1154,2,147359.000000,354136.000000
1155,2,145965.000000,344010.000000
1156,2,151951.000000,351232.000000
1157,2,151938.000000,346865.000000
1158,2,150915.000000,348067.000000
1159,2,151250.000000,350938.000000
1160,2,147247.000000,352530.000000
1161,2,148426.000000,347210.000000
1162,2,149663.000000,351707.000000
1163,2,147825.000000,354371.000000
1164,2,151049.000000,347414.000000
1165,2,157479.000000,347626.000000
1166,2,148475.000000,349811.000000
1167,2,152047.000000,352177.000000
1168,2,146729.000000,349678.000000
1169,2,154236.000000,347855.000000
1170,2,146935.000000,350056.000000
1171,2,150660.000000,350718.000000
1172,2,148044.000000,348406.000000
1173,2,151619.000000,346636.000000
1174,2,150036.000000,351373.000000
1175,2,149861.000000,350040.000000
1176,2,159326.000000,349790.000000
1177,2,148008.000000,347815.000000
1178,2,149852.000000,348411.000000
1179,2,158484.000000,348120.000000
1180,2,146374.000000,346365.000000
1181,2,151749.000000,354156.000000
1182,2,146596.000000,348900.000000
1183,2,153259.000000,344886.000000
1184,2,151036.000000,348567.000000
1185,2,152062.000000,353543.000000
1186,2,149118.000000,348219.000000
1187,2,150775.000000,355670.000000
1188,2,154656.000000,348013.000000
1189,2,142805.000000,346911.000000
1190,2,144835.000000,346233.000000
1191,2,151314.000000,353793.000000
1192,2,147929.000000,347968.000000
1193,2,149063.000000,351219.000000
1194,2,145266.000000,344341.000000
1195,2,147139.000000,347912.000000
1196,2,148722.000000,351946.000000
1197,2,147705.000000,345742.000000
1198,2,147260.000000,349884.000000
1199,2,148666.000000,351592.000000
1200,2,147019.000000,355298.000000
1201,2,154243.000000,352441.000000
1202,2,146874.000000,352666.000000
1203,2,155749.000000,349460.000000
1204,2,148816.000000,348060.000000
1205,2,145409.000000,349719.000000
1206,2,148044.000000,346994.000000
1207,2,152955.000000,353826.000000
1208,2,153339.000000,352775.000000
1209,2,150507.000000,353079.000000
1210,2,150909.000000,354058.000000
1211,2,152001.000000,349861.000000
1212,2,145386.000000,347723.000000
1213,2,148160.000000,351470.000000
1214,2,144213.000000,353046.000000
1215,2,148580.000000,352559.000000
1216,2,153002.000000,353275.000000
1217,2,152269.000000,354966.000000
1218,2,157235.000000,351653.000000
1219,2,150527.000000,353841.000000
1220,2,143181.000000,349281.000000
1221,2,155342.000000,353018.000000
1222,2,154055.000000,345989.000000
1223,2,148158.000000,354668.000000
1224,2,150704.000000,344486.000000
1225,2,152465.000000,350894.000000
1226,2,151217.000000,349032.000000
1227,2,152202.000000,346574.000000
1228,2,149644.000000,351021.000000
1229,2,149877.000000,351033.000000
1230,2,150279.000000,354468.000000
1231,2,147503.000000,350181.000000
1232,2,154500.000000,352267.000000
1233,2,150020.000000,350767.000000
1234,2,152171.000000,354835.000000
1235,2,147296.000000,353287.000000
1236,2,146600.000000,349694.000000
1237,2,149712.000000,350362.000000
1238,2,149201.000000,355519.000000
1239,2,153778.000000,349624.000000
1240,2,151917.000000,352891.000000
1241,2,151709.000000,347407.000000
1242,2,145431.000000,347146.000000
1243,2,146940.000000,352409.000000
1244,2,150639.000000,352104.000000
1245,2,148900.000000,353219.000000
1246,2,154080.000000,348416.000000
1247,2,154241.000000,353627.000000
1248,2,148163.000000,350357.000000
1249,2,152767.000000,350127.000000
1250,2,154413.000000,355756.000000
1251,2,151015.000000,354623.000000
1252,2,155134.000000,343431.000000
1253,2,153360.000000,351458.000000
1254,2,150677.000000,347392.000000
1255,2,152773.000000,349335.000000
1256,2,150615.000000,348066.000000
1257,2,148688.000000,354980.000000
1258,2,151134.000000,354018.000000
1259,2,150115.000000,351759.000000
1260,2,148847.000000,352098.000000
1261,2,155600.000000,352002.000000
1262,2,150700.000000,352222.000000
1263,2,158634.000000,351654.000000
1264,2,149063.000000,349345.000000
1265,2,151784.000000,351776.000000
1266,2,155005.000000,349525.000000
1267,2,158631.000000,349622.000000
1268,2,150960.000000,349247.000000
1269,2,147501.000000,349473.000000
1270,2,152541.000000,350279.000000
1271,2,145826.000000,357549.000000
1272,2,149134.000000,346065.000000
1273,2,150860.000000,346714.000000
1274,2,154710.000000,351245.000000
1275,2,154545.000000,350295.000000
1276,2,149913.000000,347694.000000
1277,2,152922.000000,351321.000000
1278,2,148984.000000,352268.000000
1279,2,152091.000000,346579.000000
1280,2,156057.000000,349322.000000
1281,2,150496.000000,345997.000000
1282,2,149050.000000,350168.000000
1283,2,148419.000000,350357.000000
1284,2,152266.000000,352374.000000
1285,2,154229.000000,347005.000000
1286,2,156722.000000,351608.000000
1287,2,150171.000000,349566.000000
1288,2,150516.000000,354431.000000
1289,2,147999.000000,350765.000000
1290,2,155098.000000,348820.000000
1291,2,149761.000000,349256.000000
1292,2,148503.000000,348163.000000
1293,2,156907.000000,355218.000000
1294,2,152561.000000,348648.000000
1295,2,152265.000000,345171.000000
1296,2,146820.000000,349049.000000
1297,2,151372.000000,353735.000000
1298,2,151645.000000,352251.000000
1299,2,146546.000000,350171.000000
1300,2,149286.000000,355546.000000
1301,2,148720.000000,348023.000000
1302,2,151669.000000,350982.000000
1303,2,146816.000000,346938.000000
1304,2,153444.000000,347865.000000
1305,2,155644.000000,349481.000000
1306,2,149039.000000,351942.000000
1307,2,149972.000000,356460.000000
1308,2,151602.000000,352674.000000
1309,2,153805.000000,347010.000000
1310,2,151651.000000,349520.000000
1311,2,151256.000000,348381.000000
1312,2,148473.000000,348926.000000
1313,2,149268.000000,353640.000000
1314,2,151940.000000,351381.000000
1315,2,155322.000000,353652.000000
1316,2,151797.000000,352078.000000
1317,2,146186.000000,347124.000000
1318,2,151369.000000,353066.000000
1319,2,149709.000000,345722.000000
1320,2,149228.000000,352439.000000
1321,2,149307.000000,351817.000000
1322,2,147218.000000,353184.000000
1323,2,148986.000000,345431.000000
1324,2,147519.000000,349111.000000
1325,2,148846.000000,349941.000000
1326,2,150371.000000,350353.000000
1327,2,150551.000000,352813.000000
1328,2,149318.000000,352136.000000
1329,2,149517.000000,352003.000000
1330,2,150107.000000,350572.000000
1331,2,151449.000000,355418.000000
1332,2,154053.000000,349382.000000
1543,2,148041.000000,347773.000000
1544,2,151693.000000,351593.000000
1545,2,151527.000000,352086.000000
1546,2,150343.000000,347563.000000
1547,2,148924.000000,352498.000000
1548,2,147072.000000,351807.000000
1549,2,150017.000000,349607.000000
1550,2,153602.000000,347367.000000
1551,2,151351.000000,352942.000000
1552,2,150572.000000,349649.000000
1553,2,152079.000000,347019.000000
1554,2,151848.000000,350979.000000
1555,2,144888.000000,351136.000000
1556,2,150059.000000,345407.000000
1557,2,148653.000000,355738.000000
1558,2,143568.000000,342595.000000
1559,2,145799.000000,344435.000000
1560,2,148988.000000,353750.000000
1561,2,152610.000000,351284.000000
1562,2,149275.000000,348578.000000
1563,2,150829.000000,350119.000000
1564,2,147160.000000,352017.000000
1565,2,143178.000000,346587.000000
1566,2,150297.000000,352950.000000
1567,2,146992.000000,351893.000000
1568,2,153708.000000,350229.000000
1569,2,155487.000000,351150.000000
1570,2,148825.000000,347904.000000
1571,2,153772.000000,347682.000000
1572,2,153016.000000,349079.000000
1573,2,145525.000000,352789.000000
1574,2,149895.000000,349235.000000
1575,2,150826.000000,348662.000000
1576,2,151654.000000,347084.000000
1577,2,152140.000000,346648.000000
1578,2,152133.000000,350283.000000
1579,2,152145.000000,353488.000000
1580,2,149012.000000,353776.000000
1581,2,151199.000000,351882.000000
1582,2,142876.000000,348315.000000
1583,2,146305.000000,348474.000000
1584,2,153801.000000,351531.000000
1585,2,147911.000000,352741.000000
1586,2,151036.000000,353169.000000
1587,2,154769.000000,343810.000000
1588,2,147189.000000,349573.000000
1589,2,146966.000000,346655.000000
1590,2,148442.000000,348361.000000
1591,2,151395.000000,355599.000000
1592,2,149352.000000,347489.000000
1593,2,146908.000000,344393.000000
1594,2,145026.000000,350060.000000
1595,2,148829.000000,349491.000000
1596,2,149301.000000,348623.000000
1597,2,148308.000000,352598.000000
1598,2,149172.000000,351698.000000
1599,2,146536.000000,350836.000000
1600,2,151737.000000,349302.000000
1601,2,143123.000000,350414.000000
1602,2,150457.000000,349129.000000
1603,2,152116.000000,350797.000000
1604,2,147316.000000,351546.000000
1605,2,149819.000000,351051.000000
1606,2,150923.000000,347975.000000
1607,2,148056.000000,348116.000000
1608,2,149957.000000,346723.000000
1609,2,151303.000000,353268.000000
1610,2,147036.000000,349622.000000
1611,2,152641.000000,348197.000000
1612,2,153461.000000,352479.000000
1613,2,151016.000000,348494.000000
1614,2,150048.000000,351408.000000
1615,2,146318.000000,354404.000000
1616,2,151565.000000,353107.000000
1617,2,146155.000000,349112.000000
1618,2,155031.000000,350145.000000
1619,2,151665.000000,356262.000000
1620,2,150837.000000,349546.000000
1621,2,148755.000000,350823.000000
1622,2,143118.000000,350337.000000
1623,2,146219.000000,352532.000000
1624,2,151155.000000,350793.000000
1625,2,157629.000000,351915.000000
1626,2,152341.000000,351248.000000
1627,2,150980.000000,358559.000000
1628,2,148286.000000,352585.000000
1629,2,150387.000000,347281.000000
1630,2,153043.000000,346474.000000
1631,2,149197.000000,344839.000000
1632,2,155982.000000,356388.000000
1633,2,146141.000000,347037.000000
1634,2,148810.000000,353003.000000
1635,2,150166.000000,351696.000000
1636,2,143821.000000,344578.000000
1637,2,151788.000000,356544.000000
1638,2,150246.000000,351762.000000
1639,2,150255.000000,355752.000000
1640,2,152513.000000,351329.000000
1641,2,153300.000000,350895.000000
1642,2,152537.000000,347046.000000
1643,2,148517.000000,349970.000000
1644,2,149853.000000,350417.000000
1695,2,151372.000000,349837.000000
1696,2,149273.000000,351147.000000
1697,2,147385.000000,346698.000000
1698,2,147369.000000,354485.000000
1699,2,151574.000000,351428.000000
1700,2,157323.000000,349404.000000
1701,2,147490.000000,344482.000000
1702,2,151711.000000,348007.000000
1703,2,148232.000000,346591.000000
1704,2,156250.000000,349075.000000
1705,2,151722.000000,351263.000000
1706,2,149564.000000,352566.000000
1707,2,151960.000000,350686.000000
1708,2,149982.000000,350262.000000
1709,2,153501.000000,351529.000000
1710,2,149413.000000,358289.000000
1711,2,146454.000000,350692.000000
1712,2,150779.000000,350521.000000
1713,2,154936.000000,355458.000000
1714,2,146216.000000,349903.000000
1715,2,149234.000000,347806.000000
1716,2,153178.000000,353250.000000
1717,2,143928.000000,348267.000000
1718,2,151978.000000,350834.000000
1731,2,152715.000000,343694.000000
1732,2,150617.000000,349514.000000
1733,2,152811.000000,350341.000000
1734,2,150219.000000,347316.000000
1735,2,157864.000000,350714.000000
1736,2,144733.000000,347578.000000
1740,2,154605.000000,350326.000000
1739,2,150282.000000,354133.000000
1738,2,149734.000000,348177.000000
1737,2,148685.000000,352606.000000
1730,2,148614.000000,351358.000000
1729,2,147430.000000,350783.000000
1728,2,149839.000000,353250.000000
1727,2,155123.000000,350022.000000
1726,2,148892.000000,349412.000000
1725,2,152098.000000,350949.000000
1724,2,152958.000000,355493.000000
1723,2,150295.000000,347822.000000
1722,2,149977.000000,342566.000000
1721,2,147564.000000,344712.000000
1720,2,150675.000000,352610.000000
1719,2,152381.000000,352995.000000
1694,2,145216.000000,353921.000000
1693,2,158691.000000,351637.000000
1692,2,151130.000000,346218.000000
1691,2,147298.000000,350113.000000
1690,2,152593.000000,355359.000000
1689,2,151321.000000,353486.000000
1688,2,150428.000000,350223.000000
1687,2,147481.000000,351431.000000
1686,2,154162.000000,348785.000000
1685,2,148779.000000,349524.000000
1684,2,149540.000000,343900.000000
1683,2,152742.000000,348154.000000
1682,2,145093.000000,346544.000000
1681,2,145118.000000,348299.000000
1680,2,150534.000000,348054.000000
1679,2,152205.000000,345618.000000
1678,2,149872.000000,357701.000000
1677,2,143970.000000,350369.000000
1676,2,144828.000000,348138.000000
1675,2,151050.000000,342417.000000
1674,2,151599.000000,349293.000000
1673,2,146693.000000,349179.000000
1672,2,147999.000000,349149.000000
1671,2,146824.000000,348123.000000
1670,2,151355.000000,352797.000000
1669,2,153143.000000,353597.000000
1668,2,148900.000000,348114.000000
1667,2,149724.000000,346203.000000
1666,2,148257.000000,353721.000000
1665,2,154032.000000,350055.000000
1664,2,147932.000000,348376.000000
1663,2,150761.000000,350182.000000
1662,2,147126.000000,352830.000000
1661,2,153685.000000,353545.000000
1660,2,150916.000000,352247.000000
1659,2,153083.000000,352106.000000
1658,2,145533.000000,351441.000000
1657,2,148486.000000,352780.000000
1656,2,150529.000000,347303.000000
1655,2,158644.000000,349723.000000
1654,2,154850.000000,351812.000000
1653,2,148011.000000,347897.000000
1652,2,148601.000000,350192.000000
1651,2,152521.000000,348447.000000
1650,2,155663.000000,346751.000000
1649,2,150246.000000,351316.000000
1648,2,148650.000000,347596.000000
1647,2,146724.000000,350186.000000
1646,2,146026.000000,349543.000000
1645,2,151118.000000,345326.000000
1542,2,148151.000000,346783.000000
1541,2,145958.000000,344041.000000
1540,2,152490.000000,348109.000000
1539,2,153627.000000,350706.000000
1538,2,160776.000000,352264.000000
1537,2,161289.000000,354379.000000
1536,2,149107.000000,348196.000000
1535,2,147349.000000,350469.000000
1534,2,148834.000000,355946.000000
1533,2,148090.000000,345739.000000
1532,2,150261.000000,352087.000000
1531,2,147207.000000,349292.000000
1530,2,150432.000000,346629.000000
1529,2,149366.000000,353550.000000
1528,2,149119.000000,352480.000000
1527,2,147048.000000,352157.000000
1526,2,148024.000000,348444.000000
1525,2,148435.000000,348722.000000
1524,2,154078.000000,350634.000000
1523,2,150447.000000,347706.000000
1522,2,145547.000000,350673.000000
1521,2,154354.000000,350160.000000
1520,2,149749.000000,345793.000000
1519,2,151991.000000,348748.000000
1518,2,147994.000000,348504.000000
1517,2,150854.000000,353671.000000
1516,2,153061.000000,352871.000000
1515,2,153391.000000,351032.000000
1514,2,151290.000000,354070.000000
1513,2,148403.000000,350864.000000
1512,2,148778.000000,352573.000000
1511,2,155333.000000,347357.000000
1510,2,152294.000000,355089.000000
1509,2,147482.000000,352650.000000
1508,2,147312.000000,352171.000000
1507,2,152287.000000,348971.000000
1506,2,148330.000000,345775.000000
1505,2,150499.000000,350657.000000
1504,2,150263.000000,344847.000000
1503,2,151587.000000,345452.000000
1502,2,151306.000000,350512.000000
1501,2,144672.000000,347089.000000
1500,2,153771.000000,348558.000000
1499,2,151277.000000,349506.000000
1498,2,149262.000000,354184.000000
1497,2,157508.000000,348864.000000
1496,2,143984.000000,348400.000000
1495,2,146126.000000,349992.000000
1494,2,149885.000000,348031.000000
1493,2,143930.000000,350574.000000
1492,2,147095.000000,352824.000000
1491,2,150240.000000,350666.000000
1490,2,148527.000000,346991.000000
1489,2,149855.000000,353823.000000
1488,2,148444.000000,348861.000000
1487,2,157031.000000,351039.000000
1486,2,156325.000000,350634.000000
1485,2,151787.000000,349935.000000
1484,2,143470.000000,346487.000000
1483,2,146253.000000,345529.000000
1482,2,147658.000000,356760.000000
1481,2,148182.000000,352725.000000
1480,2,145813.000000,349461.000000
1479,2,148910.000000,348966.000000
1478,2,145305.000000,353290.000000
1477,2,148761.000000,346488.000000
1476,2,144984.000000,343503.000000
1475,2,153523.000000,355921.000000
1474,2,146954.000000,351388.000000
1473,2,151076.000000,348858.000000
1472,2,149939.000000,352731.000000
1471,2,146204.000000,350531.000000
1470,2,149046.000000,349936.000000
1469,2,147764.000000,346868.000000
1468,2,146569.000000,353180.000000
1467,2,148368.000000,346899.000000
1466,2,145532.000000,353160.000000
1465,2,147282.000000,357493.000000
1464,2,145818.000000,350504.000000
1463,2,148597.000000,349362.000000
1462,2,148120.000000,353625.000000
1461,2,149589.000000,350469.000000
1460,2,151504.000000,351710.000000
1459,2,148965.000000,349112.000000
1458,2,148469.000000,353342.000000
1457,2,149246.000000,349975.000000
1456,2,146797.000000,345581.000000
1455,2,149030.000000,348476.000000
1454,2,155961.000000,347543.000000
1453,2,151140.000000,347495.000000
1452,2,147480.000000,351695.000000
1451,2,148092.000000,346038.000000
1450,2,151434.000000,352765.000000
1449,2,150549.000000,347759.000000
1448,2,150275.000000,352387.000000
1447,2,150877.000000,351808.000000
1446,2,149651.000000,352093.000000
1445,2,151927.000000,353486.000000
1444,2,155937.000000,353852.000000
1443,2,149257.000000,354504.000000
1442,2,150840.000000,351902.000000
1441,2,152448.000000,348064.000000
1440,2,147553.000000,348123.000000
1439,2,150226.000000,345345.000000
1438,2,152513.000000,348640.000000
1437,2,146993.000000,347181.000000
1436,2,153307.000000,350255.000000
1435,2,150693.000000,348356.000000
1434,2,150054.000000,348706.000000
1433,2,144501.000000,349172.000000
1432,2,147030.000000,351202.000000
1431,2,150036.000000,352653.000000
1430,2,154480.000000,346866.000000
1429,2,156356.000000,351374.000000
1428,2,151726.000000,353712.000000
1427,2,154819.000000,351253.000000
1426,2,143851.000000,349886.000000
1425,2,150473.000000,353055.000000
1424,2,148850.000000,348767.000000
1423,2,150119.000000,346643.000000
1422,2,147173.000000,347000.000000
1421,2,154507.000000,352816.000000
1420,2,145594.000000,347726.000000
1419,2,152175.000000,349192.000000
1418,2,150172.000000,353486.000000
1417,2,150573.000000,355700.000000
1416,2,153623.000000,355121.000000
1415,2,149102.000000,350183.000000
1414,2,142332.000000,348638.000000
1413,2,144816.000000,353172.000000
1412,2,150211.000000,355296.000000
1411,2,152719.000000,348548.000000
1410,2,147490.000000,348947.000000
1409,2,151279.000000,350255.000000
1408,2,147609.000000,351350.000000
1407,2,150002.000000,346776.000000
1406,2,151419.000000,348191.000000
1405,2,142973.000000,348321.000000
1404,2,156572.000000,345437.000000
1403,2,147603.000000,348581.000000
1402,2,153245.000000,352054.000000
1401,2,145211.000000,347118.000000
1400,2,144861.000000,350632.000000
1399,2,149682.000000,349839.000000
1398,2,150767.000000,351458.000000
1397,2,148311.000000,350169.000000
1396,2,147423.000000,342766.000000
1395,2,152610.000000,351927.000000
1394,2,152946.000000,347028.000000
1393,2,155551.000000,351184.000000
1392,2,151450.000000,350067.000000
1391,2,149077.000000,349621.000000
1390,2,152387.000000,342512.000000
1389,2,150762.000000,356105.000000
1388,2,149130.000000,351190.000000
1387,2,149513.000000,352843.000000
1386,2,148671.000000,358953.000000
1385,2,151772.000000,347571.000000
1384,2,154972.000000,352408.000000
1383,2,149652.000000,352258.000000
1382,2,152933.000000,346025.000000
1381,2,150566.000000,347743.000000
1380,2,145579.000000,346261.000000
1379,2,150685.000000,350710.000000
1378,2,150193.000000,349923.000000
1377,2,148854.000000,355239.000000
1376,2,150467.000000,348657.000000
1375,2,151731.000000,350120.000000
1374,2,151304.000000,347762.000000
1373,2,152836.000000,352499.000000
1372,2,149343.000000,351076.000000
1371,2,149430.000000,343711.000000
1370,2,147601.000000,349154.000000
1369,2,150486.000000,351932.000000
1368,2,153574.000000,352401.000000
1367,2,151382.000000,349727.000000
1366,2,150015.000000,353007.000000
1365,2,151248.000000,347987.000000
1364,2,152851.000000,348407.000000
1363,2,148215.000000,346304.000000
1362,2,142854.000000,349744.000000
1361,2,152457.000000,351017.000000
1360,2,153406.000000,350006.000000
1359,2,153135.000000,345647.000000
1358,2,151563.000000,348560.000000
1357,2,148195.000000,353087.000000
1356,2,152370.000000,349480.000000
1355,2,149186.000000,350003.000000
1354,2,144448.000000,355923.000000
1353,2,149840.000000,353281.000000
1352,2,149383.000000,349707.000000
1351,2,148184.000000,350866.000000
1350,2,150184.000000,353376.000000
1349,2,150956.000000,351158.000000
1348,2,157705.000000,351738.000000
1347,2,152474.000000,349974.000000
1346,2,151928.000000,344887.000000
1345,2,148006.000000,343608.000000
1344,2,147916.000000,349321.000000
1343,2,150129.000000,355124.000000
1342,2,147723.000000,343619.000000
1341,2,148041.000000,343620.000000
1340,2,149250.000000,352406.000000
1339,2,144581.000000,347146.000000
1338,2,142577.000000,349858.000000
1337,2,144369.000000,345575.000000
1336,2,149224.000000,352205.000000
1335,2,151891.000000,349996.000000
1334,2,149093.000000,348095.000000
1333,2,151961.000000,350514.000000
918,2,148779.000000,348282.000000
917,2,145594.000000,352369.000000
916,2,147551.000000,344560.000000
915,2,143038.000000,347581.000000
914,2,149353.000000,350987.000000
913,2,149206.000000,349948.000000
912,2,154005.000000,352546.000000
911,2,150571.000000,343401.000000
910,2,147262.000000,352947.000000
909,2,149394.000000,354046.000000
908,2,149463.000000,351893.000000
907,2,147290.000000,346437.000000
906,2,146721.000000,350428.000000
905,2,150380.000000,346620.000000
904,2,153783.000000,354629.000000
903,2,150323.000000,350128.000000
902,2,148405.000000,352886.000000
901,2,151380.000000,347560.000000
900,2,148123.000000,347805.000000
899,2,154117.000000,350620.000000
898,2,151241.000000,346569.000000
897,2,146304.000000,350414.000000
896,2,148024.000000,347935.000000
895,2,146387.000000,349189.000000
894,2,151294.000000,352944.000000
893,2,148764.000000,353588.000000
892,2,156047.000000,347519.000000
891,2,148689.000000,348850.000000
890,2,152660.000000,356708.000000
889,2,143701.000000,351947.000000
888,2,149733.000000,350853.000000
887,2,148579.000000,351793.000000
886,2,144645.000000,342006.000000
885,2,154949.000000,351673.000000
884,2,151732.000000,348613.000000
883,2,146375.000000,346795.000000
882,2,146919.000000,348916.000000
881,2,150813.000000,352530.000000
880,2,153075.000000,356340.000000
879,2,158238.000000,349208.000000
878,2,143787.000000,353779.000000
877,2,144859.000000,348369.000000
876,2,145361.000000,344655.000000
875,2,150187.000000,350363.000000
874,2,151930.000000,339207.000000
873,2,153900.000000,353609.000000
872,2,148408.000000,343461.000000
871,2,148704.000000,350445.000000
870,2,148538.000000,351875.000000
869,2,149097.000000,351653.000000
868,2,147154.000000,348696.000000
867,2,149143.000000,351492.000000
866,2,146112.000000,354691.000000
865,2,147933.000000,350093.000000
864,2,146961.000000,349768.000000
863,2,146293.000000,344818.000000
862,2,150968.000000,356557.000000
861,2,146451.000000,351520.000000
860,2,150296.000000,354583.000000
859,2,152980.000000,353208.000000
858,2,150677.000000,349023.000000
857,2,148194.000000,348353.000000
856,2,143033.000000,350008.000000
855,2,145948.000000,347644.000000
854,2,151891.000000,349985.000000
853,2,153628.000000,352465.000000
852,2,147693.000000,352894.000000
851,2,145512.000000,352648.000000
850,2,151283.000000,350997.000000
849,2,149376.000000,348451.000000
848,2,149093.000000,351252.000000
847,2,151980.000000,352716.000000
846,2,140282.000000,347082.000000
845,2,146773.000000,350840.000000
844,2,148851.000000,349526.000000
843,2,151420.000000,348658.000000
842,2,149802.000000,349446.000000
841,2,154378.000000,347521.000000
840,2,144217.000000,353379.000000
839,2,146871.000000,351747.000000
838,2,153511.000000,350407.000000
837,2,146007.000000,347020.000000
836,2,151710.000000,352598.000000
835,2,149744.000000,347899.000000
834,2,152022.000000,344558.000000
833,2,150878.000000,356441.000000
832,2,149504.000000,347755.000000
831,2,153086.000000,351403.000000
830,2,151710.000000,347781.000000
829,2,147678.000000,351441.000000
828,2,152064.000000,355026.000000
827,2,147116.000000,350180.000000
826,2,148281.000000,347066.000000
825,2,148740.000000,351110.000000
824,2,144162.000000,347425.000000
823,2,150194.000000,352257.000000
408,2,149083.000000,350912.000000
407,2,153569.000000,349359.000000
406,2,150347.000000,350517.000000
405,2,148586.000000,345202.000000
404,2,146774.000000,347353.000000
403,2,145310.000000,348390.000000
402,2,151563.000000,350475.000000
401,2,150853.000000,353181.000000
400,2,152211.000000,348149.000000
399,2,149627.000000,348657.000000
398,2,151921.000000,353932.000000
397,2,144628.000000,348976.000000
396,2,149336.000000,347287.000000
395,2,147126.000000,349536.000000
394,2,146756.000000,352450.000000
393,2,148197.000000,349193.000000
392,2,149015.000000,349782.000000
391,2,148235.000000,347784.000000
390,2,151012.000000,349734.000000
389,2,147230.000000,352994.000000
388,2,152490.000000,350653.000000
387,2,152975.000000,353945.000000
386,2,155938.000000,351106.000000
385,2,146724.000000,350672.000000
384,2,151355.000000,347972.000000
383,2,149001.000000,352080.000000
382,2,153034.000000,351990.000000
381,2,157667.000000,345018.000000
380,2,153276.000000,349916.000000
379,2,144195.000000,345231.000000
378,2,151107.000000,352084.000000
377,2,149088.000000,345769.000000
376,2,147139.000000,351962.000000
375,2,151063.000000,348696.000000
374,2,149702.000000,347799.000000
373,2,147400.000000,348512.000000
372,2,150608.000000,355440.000000
371,2,145353.000000,347699.000000
370,2,149726.000000,347413.000000
369,2,149101.000000,346956.000000
368,2,146658.000000,349067.000000
367,2,149260.000000,348748.000000
366,2,150976.000000,356572.000000
365,2,152481.000000,349174.000000
364,2,147278.000000,349277.000000
363,2,154677.000000,351845.000000
362,2,149605.000000,352102.000000
361,2,148521.000000,345563.000000
360,2,147139.000000,352725.000000
359,2,150359.000000,346535.000000
358,2,151781.000000,347642.000000
357,2,150327.000000,354726.000000
356,2,148088.000000,347954.000000
355,2,155877.000000,354501.000000
354,2,144291.000000,346510.000000
353,2,147520.000000,352941.000000
352,2,151022.000000,344657.000000
351,2,152786.000000,349454.000000
350,2,150269.000000,354824.000000
349,2,152102.000000,352583.000000
348,2,151036.000000,350965.000000
347,2,148479.000000,350237.000000
346,2,154985.000000,350602.000000
345,2,149137.000000,353807.000000
344,2,152365.000000,347281.000000
343,2,150520.000000,351016.000000
342,2,149193.000000,351500.000000
341,2,145579.000000,344761.000000
340,2,151396.000000,345969.000000
339,2,142104.000000,352045.000000
338,2,153600.000000,352654.000000
337,2,156887.000000,350955.000000
336,2,148227.000000,350704.000000
335,2,149934.000000,348620.000000
334,2,145482.000000,349716.000000
333,2,149197.000000,344090.000000
332,2,146193.000000,347097.000000
331,2,148011.000000,351577.000000
330,2,153622.000000,349274.000000
329,2,143258.000000,347665.000000
328,2,149441.000000,348489.000000
327,2,147059.000000,351941.000000
326,2,151265.000000,350103.000000
325,2,150954.000000,358508.000000
324,2,149077.000000,350324.000000
323,2,150433.000000,348935.000000
322,2,148510.000000,350979.000000
321,2,146790.000000,350534.000000
320,2,152611.000000,348355.000000
319,2,152051.000000,349694.000000
318,2,148790.000000,349956.000000
317,2,145982.000000,347970.000000
316,2,148404.000000,354003.000000
315,2,143284.000000,352631.000000
314,2,153187.000000,352357.000000
313,2,149535.000000,347190.000000
312,2,149583.000000,355621.000000
311,2,152839.000000,344449.000000
310,2,151695.000000,353580.000000
309,2,152612.000000,350579.000000
308,2,150318.000000,347450.000000
307,2,151421.000000,346866.000000
306,2,147814.000000,351287.000000
305,2,152712.000000,348175.000000
304,2,152141.000000,348722.000000
303,2,151301.000000,347080.000000
302,2,147001.000000,348153.000000
301,2,150253.000000,344940.000000
300,2,142666.000000,353474.000000
299,2,143067.000000,346641.000000
298,2,151838.000000,349011.000000
297,2,142138.000000,348587.000000
296,2,149776.000000,347623.000000
295,2,150004.000000,343715.000000
294,2,152725.000000,347705.000000
293,2,153227.000000,355403.000000
292,2,143837.000000,349430.000000
291,2,149923.000000,353318.000000
290,2,144903.000000,351152.000000
289,2,153770.000000,349313.000000
288,2,147940.000000,349772.000000
287,2,147817.000000,352743.000000
286,2,150758.000000,356150.000000
285,2,152940.000000,350383.000000
284,2,153954.000000,344130.000000
283,2,151107.000000,350758.000000
282,2,151880.000000,345770.000000
281,2,152881.000000,354078.000000
280,2,149826.000000,351009.000000
279,2,150000.000000,350014.000000
278,2,152925.000000,351762.000000
277,2,145820.000000,350487.000000
276,2,147014.000000,347173.000000
275,2,150813.000000,351471.000000
274,2,147942.000000,349017.000000
273,2,153181.000000,356433.000000
272,2,153424.000000,347687.000000
271,2,151034.000000,349507.000000
270,2,152063.000000,354600.000000
269,2,150209.000000,350475.000000
268,2,146165.000000,346763.000000
267,2,151491.000000,353047.000000
266,2,144718.000000,348717.000000
